2020-06-08 00:00:33.147 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:47.200 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"登陆成功","data":{"lastLoginTime":"Mon Jun 08 00:01:47 CST 2020","photoUrl":"12050718.jpg","password":"10a1b727c497d49a85bfff7351f1a4c4","enable":1,"roleId":"2","roleName":"老师","userPerms":[{"children":[{"children":[],"name":"我的成绩","id":"a045a6fc0f9911ea99ba5c93a27933da","sort":1,"url":"/grade/mygrade"},{"children":[{"name":"选课","id":"33758e410f9b11ea99ba5c93a27933da","url":"/course/student"},{"name":"未选课程","id":"55024eb9105011eab30e5c93a27933da","url":"/course/choice"}],"name":"我的课程","id":"4a4808370f9911ea99ba5c93a27933da","sort":1,"url":"/course/mycourse"},{"children":[{"name":"成绩删除","id":"bb51fcb3104811eab30e5c93a27933da","url":"/grade/delete"},{"name":"成绩修改","id":"d3c27e01104811eab30e5c93a27933da","url":"/grade/update"},{"name":"成绩新增","id":"87258518104811eab30e5c93a27933da","url":"/grade/add"}],"name":"成绩统计","id":"c617be7e0f9a11ea99ba5c93a27933da","sort":1,"url":"/grade/center"},{"children":[{"name":"查看课程学生","id":"9a86ebce112b11ea8c055c93a27933da","url":"/grade/viewStudent"},{"name":"打分","id":"6ebaf9080f9b11ea99ba5c93a27933da","url":"/grade/update"}],"name":"课程中心","id":"ecaed7bf0f9911ea99ba5c93a27933da","sort":1,"url":"/course/center"}],"name":"个人中心","id":"2a8d713f0f9911ea99ba5c93a27933da","sort":1,"url":"/"},{"children":[{"children":[{"name":"修改用户状态","id":"23f4adac091e11eab9205c93a27933da","url":"/user/status"},{"name":"修改用户","id":"fc2eb41a091d11eab9205c93a27933da","url":"/user/update"},{"name":"删除用户","id":"d7fce144091d11eab9205c93a27933da","url":"/user/delete"},{"name":"查询用户列表","id":"820efa55091d11eab9205c93a27933da","url":"/user/list"},{"name":"增加用户","id":"ba31aeb4091d11eab9205c93a27933da","url":"/user/add"}],"name":"用户列表1","id":"5a9d92b7091d11eab9205c93a27933da","sort":1,"url":"/user/list"}],"name":"用户管理","id":"13df1129091a11eab9205c93a27933da","sort":1,"url":"/"},{"children":[{"children":[{"name":"管理专业","id":"8a941710092111eab9205c93a27933da","url":"/institute/major"},{"name":"查询学院","id":"314753b3092111eab9205c93a27933da","url":"/institute/list"},{"name":"删除学院","id":"60059b5f092111eab9205c93a27933da","url":"/institute/delete"},{"name":"修改学院","id":"747e17c7092111eab9205c93a27933da","url":"/institute/update"},{"name":"新增学院","id":"4af67cfe092111eab9205c93a27933da","url":"/institute/add"}],"name":"学院列表","id":"1126ce20092111eab9205c93a27933da","sort":1,"url":"/institute/list"}],"name":"学院管理","id":"aff61364091b11eab9205c93a27933da","sort":1,"url":"/"},{"children":[{"children":[{"name":"查询课程","id":"324fb6ee092311eab9205c93a27933da","url":"/course/list"},{"name":"删除课程","id":"5b6fb596092311eab9205c93a27933da","url":"/course/delete"},{"name":"新增课程","id":"46d58979092311eab9205c93a27933da","url":"/course/add"},{"name":"修改课程","id":"71254f21092311eab9205c93a27933da","url":"/course/update"}],"name":"课程列表","id":"1c8ee72c092311eab9205c93a27933da","sort":1,"url":"/course/list"}],"name":"课程管理","id":"106970c4091c11eab9205c93a27933da","sort":1,"url":"/"},{"children":[{"children":[{"name":"查询班级","id":"d513e734091f11eab9205c93a27933da","url":"/clazz/list"},{"name":"管理班级学生","id":"43f0d8d0092011eab9205c93a27933da","url":"/clazz/student"},{"name":"修改班级","id":"2a40ca0e092011eab9205c93a27933da","url":"/clazz/update"},{"name":"新增班级","id":"f04cef41091f11eab9205c93a27933da","url":"/clazz/add"},{"name":"删除班级","id":"0a8dc6d5092011eab9205c93a27933da","url":"/clazz/delete"}],"name":"班级列表","id":"95261a58091f11eab9205c93a27933da","sort":1,"url":"/clazz/list"}],"name":"班级管理","id":"826e1aa2091b11eab9205c93a27933da","sort":1,"url":"/"},{"children":[{"children":[{"name":"增加学生","id":"af5f93ba091e11eab9205c93a27933da","url":"/student/add"},{"name":"删除学生","id":"c6bdac03091e11eab9205c93a27933da","url":"/student/delete"},{"name":"查询学生列表","id":"823190dd091e11eab9205c93a27933da","url":"/student/list"},{"name":"修改学生","id":"df671ea6091e11eab9205c93a27933da","url":"/student/update"}],"name":"学生列表","id":"5ec1d332091e11eab9205c93a27933da","sort":1,"url":"/student/list"}],"name":"学生管理","id":"62c45854091b11eab9205c93a27933da","sort":1,"url":"/"},{"children":[{"children":[],"name":"题库管理","id":"afa5548c4fd811eaa4985c93a27933da","sort":1,"url":"/question"},{"children":[],"name":"考试管理","id":"7cd5fc614fd811eaa4985c93a27933da","sort":1,"url":"/paper"},{"children":[],"name":"我的考试","id":"7dadb39f4fd711eaa4985c93a27933da","sort":1,"url":"/exam"}],"name":"考试管理","id":"f75c6e824fd711eaa4985c93a27933da","sort":1,"url":"/"},{"children":[{"children":[{"name":"修改专业","id":"e0d97a6b092011eab9205c93a27933da","url":"/major/update"},{"name":"查询专业","id":"9c03b751092011eab9205c93a27933da","url":"/major/list"},{"name":"管理班级","id":"f803420d092011eab9205c93a27933da","url":"/major/clazz"},{"name":"删除专业","id":"ca116b67092011eab9205c93a27933da","url":"/major/delete"},{"name":"新增专业","id":"b3d419f8092011eab9205c93a27933da","url":"/major/add"}],"name":"专业列表","id":"83d1cb50092011eab9205c93a27933da","sort":1,"url":"/major/list"}],"name":"专业管理","id":"95ccc408091b11eab9205c93a27933da","sort":1,"url":"/"}],"id":"4f8f02dff98044ffb7f7dfbc8c57c596","email":"123456@qq.com","username":"李老师"},"status":200}
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -请求url:/user/list
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.UserController.findUserByPage()
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, User(id=null, username=, password=null, email=null, photoUrl=null, enable=null, createTime=null, lastLoginTime=null, roleId=null, roleName=null, userPerms=null, ids=null)]
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:01:47.540 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:01:47.552 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:01:47.552 [http-nio-8089-exec-5] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":14,"data":[{"lastLoginTime":"Mon Jun 08 00:00:33 CST 2020","photoUrl":"120441512.png","createTime":"Tue Nov 19 07:17:12 CST 2019","enable":1,"roleId":"1","roleName":"管理员","id":"67eb71f1091911eab9205c93a27933da","email":"admin@163.com","username":"admin"},{"createTime":"Sat Feb 15 12:12:28 CST 2020","enable":1,"roleId":"1","roleName":"管理员","id":"0d5a44e2e9eb487497ea539cd841e22f","email":"anni@qq.com","username":"安妮"},{"lastLoginTime":"Sat Nov 23 22:19:46 CST 2019","photoUrl":"/vue_shiro_photo/userImg/38ac6782-a958-4726-a3a2-3efd88d1e9b4.jpg","createTime":"Sat Nov 23 11:27:16 CST 2019","enable":1,"roleId":"1","roleName":"管理员","id":"7b0272d267be43f097af993a4d8bb467","email":"ff@qq.com","username":"ff"},{"lastLoginTime":"Sat Nov 23 22:17:02 CST 2019","photoUrl":"/vue_shiro_photo/userImg/1fa36717-8aeb-4ba3-9f3e-a17cc08b45a6.jpg","createTime":"Tue Nov 12 07:17:19 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"74013ffb091911eab9205c93a27933da","email":"tom@163.com","username":"tom"},{"lastLoginTime":"Sat Nov 23 22:17:36 CST 2019","photoUrl":"/vue_shiro_photo/userImg/107c11be-a14c-4917-8f69-4d3828a05af6.jpg","createTime":"Thu Nov 21 20:57:18 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"95dd55d0a8ae49af83d391ccd36b9a11","email":"cc@qq.com","username":"rr"},{"lastLoginTime":"Mon Jun 08 00:01:47 CST 2020","photoUrl":"12050718.jpg","createTime":"Tue Nov 26 06:53:58 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"4f8f02dff98044ffb7f7dfbc8c57c596","email":"123456@qq.com","username":"李老师"},{"createTime":"Tue Nov 26 06:54:04 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"dbca8e5caec24c6ca4b3dccd053f9102","username":"高老师"},{"lastLoginTime":"Sat Dec 14 21:46:23 CST 2019","createTime":"Tue Nov 26 06:54:07 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"fe8147e10e454b259705d10d7514f2ac","username":"张老师"},{"createTime":"Thu Dec 12 20:41:05 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"5603b25e56974e3399e4609477e23c56","username":"安安"},{"lastLoginTime":"Sat Nov 23 22:18:53 CST 2019","photoUrl":"/vue_shiro_photo/userImg/6ba3aca5-3bb0-4fcd-a618-81c17d9f0d27.jpg","createTime":"Tue Nov 12 07:18:26 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"7bc5259b091911eab9205c93a27933da","email":"student@163.com","username":"student"},{"lastLoginTime":"Sun Jun 07 23:38:57 CST 2020","photoUrl":"120433811.png","createTime":"Sun Nov 24 21:21:33 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"032e7ac5fe4d45ff824c7cf125c70d3f","email":"zs@qq.com","username":"张三"},{"createTime":"Sun Nov 24 22:23:38 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"89685bd813b1437cab9aef7bde7637ba","username":"王五"},{"lastLoginTime":"Fri May 22 01:44:18 CST 2020","createTime":"Sun Nov 24 21:30:07 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"caf2659b709e46679244603a5b1a5c41","username":"李四"},{"lastLoginTime":"Sun Nov 24 10:12:01 CST 2019","createTime":"Sun Nov 24 10:09:30 CST 2019","enable":1,"roleId":"a4ea24e68fc342c2a52286702061a022","roleName":"测试角色","id":"3e5dfa87593e4a44b8212eb3866aefdb","email":"cc@qq.com","username":"cc"}],"status":200}
2020-06-08 00:02:23.858 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:02:23.858 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求url:/user/login
2020-06-08 00:02:23.858 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:02:23.858 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求方式:POST
2020-06-08 00:02:23.858 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.LoginController.login()
2020-06-08 00:02:23.858 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求参数:[张三, 1702a132e769a623c1adb78353fc9503, org.apache.catalina.session.StandardSessionFacade@2808ffda, org.apache.shiro.web.servlet.ShiroHttpServletRequest@7255a52a]
2020-06-08 00:02:23.859 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:02:23.859 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:02:23.865 [http-nio-8089-exec-6] INFO  com.demo.shiro.AuthRealm -======================= 认证登陆 ======================
2020-06-08 00:02:23.867 [http-nio-8089-exec-6] INFO  com.demo.shiro.AuthRealm -======================= 登陆成功 ======================
2020-06-08 00:02:23.887 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:02:23.887 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"登陆成功","data":{"lastLoginTime":"Mon Jun 08 00:02:23 CST 2020","photoUrl":"120433811.png","password":"10a1b727c497d49a85bfff7351f1a4c4","enable":1,"roleId":"3","roleName":"学生","userPerms":[{"children":[{"children":[],"name":"我的考试","id":"7dadb39f4fd711eaa4985c93a27933da","sort":1,"url":"/exam"},{"children":[],"name":"考试管理","id":"7cd5fc614fd811eaa4985c93a27933da","sort":1,"url":"/paper"},{"children":[],"name":"题库管理","id":"afa5548c4fd811eaa4985c93a27933da","sort":1,"url":"/question"}],"name":"考试管理","id":"f75c6e824fd711eaa4985c93a27933da","sort":1,"url":"/"},{"children":[{"children":[],"name":"我的作业","id":"1111112121121231212112","sort":1,"url":"/myHomework/list"},{"children":[],"name":"学生作业","id":"1244444444444444","sort":1,"url":"/studentHomework/list"},{"children":[],"name":"作业管理","id":"11123456765432345678765432345654","sort":1,"url":"/homework/center"}],"name":"作业管理","id":"2345621212121212","sort":1,"url":"/"},{"children":[{"children":[],"name":"我的成绩","id":"a045a6fc0f9911ea99ba5c93a27933da","sort":1,"url":"/grade/mygrade"},{"children":[{"name":"打分","id":"6ebaf9080f9b11ea99ba5c93a27933da","url":"/grade/update"},{"name":"查看课程学生","id":"9a86ebce112b11ea8c055c93a27933da","url":"/grade/viewStudent"}],"name":"课程中心","id":"ecaed7bf0f9911ea99ba5c93a27933da","sort":1,"url":"/course/center"},{"children":[{"name":"成绩新增","id":"87258518104811eab30e5c93a27933da","url":"/grade/add"},{"name":"成绩删除","id":"bb51fcb3104811eab30e5c93a27933da","url":"/grade/delete"},{"name":"成绩修改","id":"d3c27e01104811eab30e5c93a27933da","url":"/grade/update"}],"name":"成绩统计","id":"c617be7e0f9a11ea99ba5c93a27933da","sort":1,"url":"/grade/center"},{"children":[{"name":"未选课程","id":"55024eb9105011eab30e5c93a27933da","url":"/course/choice"},{"name":"选课","id":"33758e410f9b11ea99ba5c93a27933da","url":"/course/student"}],"name":"我的课程","id":"4a4808370f9911ea99ba5c93a27933da","sort":1,"url":"/course/mycourse"}],"name":"个人中心","id":"2a8d713f0f9911ea99ba5c93a27933da","sort":1,"url":"/"}],"id":"032e7ac5fe4d45ff824c7cf125c70d3f","email":"zs@qq.com","username":"张三"},"status":200}
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求url:/user/headerImg/120433811.png
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.UserController.readImg()
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求参数:[120433811.png, org.apache.shiro.web.servlet.ShiroHttpServletRequest@157cfdd2, org.apache.catalina.connector.ResponseFacade@11d9bb85]
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:02:24.234 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:02:24.284 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:02:24.285 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求url:/user/list
2020-06-08 00:02:24.285 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:02:24.285 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:02:24.285 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.UserController.findUserByPage()
2020-06-08 00:02:24.285 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, User(id=null, username=, password=null, email=null, photoUrl=null, enable=null, createTime=null, lastLoginTime=null, roleId=null, roleName=null, userPerms=null, ids=null)]
2020-06-08 00:02:24.285 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:02:24.285 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:02:24.295 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:02:24.295 [http-nio-8089-exec-8] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":14,"data":[{"lastLoginTime":"Mon Jun 08 00:00:33 CST 2020","photoUrl":"120441512.png","createTime":"Tue Nov 19 07:17:12 CST 2019","enable":1,"roleId":"1","roleName":"管理员","id":"67eb71f1091911eab9205c93a27933da","email":"admin@163.com","username":"admin"},{"createTime":"Sat Feb 15 12:12:28 CST 2020","enable":1,"roleId":"1","roleName":"管理员","id":"0d5a44e2e9eb487497ea539cd841e22f","email":"anni@qq.com","username":"安妮"},{"lastLoginTime":"Sat Nov 23 22:19:46 CST 2019","photoUrl":"/vue_shiro_photo/userImg/38ac6782-a958-4726-a3a2-3efd88d1e9b4.jpg","createTime":"Sat Nov 23 11:27:16 CST 2019","enable":1,"roleId":"1","roleName":"管理员","id":"7b0272d267be43f097af993a4d8bb467","email":"ff@qq.com","username":"ff"},{"lastLoginTime":"Sat Nov 23 22:17:02 CST 2019","photoUrl":"/vue_shiro_photo/userImg/1fa36717-8aeb-4ba3-9f3e-a17cc08b45a6.jpg","createTime":"Tue Nov 12 07:17:19 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"74013ffb091911eab9205c93a27933da","email":"tom@163.com","username":"tom"},{"lastLoginTime":"Sat Nov 23 22:17:36 CST 2019","photoUrl":"/vue_shiro_photo/userImg/107c11be-a14c-4917-8f69-4d3828a05af6.jpg","createTime":"Thu Nov 21 20:57:18 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"95dd55d0a8ae49af83d391ccd36b9a11","email":"cc@qq.com","username":"rr"},{"lastLoginTime":"Mon Jun 08 00:01:47 CST 2020","photoUrl":"12050718.jpg","createTime":"Tue Nov 26 06:53:58 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"4f8f02dff98044ffb7f7dfbc8c57c596","email":"123456@qq.com","username":"李老师"},{"createTime":"Tue Nov 26 06:54:04 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"dbca8e5caec24c6ca4b3dccd053f9102","username":"高老师"},{"lastLoginTime":"Sat Dec 14 21:46:23 CST 2019","createTime":"Tue Nov 26 06:54:07 CST 2019","enable":1,"roleId":"2","roleName":"老师","id":"fe8147e10e454b259705d10d7514f2ac","username":"张老师"},{"createTime":"Thu Dec 12 20:41:05 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"5603b25e56974e3399e4609477e23c56","username":"安安"},{"lastLoginTime":"Sat Nov 23 22:18:53 CST 2019","photoUrl":"/vue_shiro_photo/userImg/6ba3aca5-3bb0-4fcd-a618-81c17d9f0d27.jpg","createTime":"Tue Nov 12 07:18:26 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"7bc5259b091911eab9205c93a27933da","email":"student@163.com","username":"student"},{"lastLoginTime":"Mon Jun 08 00:02:23 CST 2020","photoUrl":"120433811.png","createTime":"Sun Nov 24 21:21:33 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"032e7ac5fe4d45ff824c7cf125c70d3f","email":"zs@qq.com","username":"张三"},{"createTime":"Sun Nov 24 22:23:38 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"89685bd813b1437cab9aef7bde7637ba","username":"王五"},{"lastLoginTime":"Fri May 22 01:44:18 CST 2020","createTime":"Sun Nov 24 21:30:07 CST 2019","enable":1,"roleId":"3","roleName":"学生","id":"caf2659b709e46679244603a5b1a5c41","username":"李四"},{"lastLoginTime":"Sun Nov 24 10:12:01 CST 2019","createTime":"Sun Nov 24 10:09:30 CST 2019","enable":1,"roleId":"a4ea24e68fc342c2a52286702061a022","roleName":"测试角色","id":"3e5dfa87593e4a44b8212eb3866aefdb","email":"cc@qq.com","username":"cc"}],"status":200}
2020-06-08 00:02:24.325 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:02:24.326 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求返回值：null
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求url:/course/center
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getCourseByTeacher()
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:06:23.001 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:06:23.025 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:06:23.025 [http-nio-8089-exec-3] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":0,"data":[],"status":200}
2020-06-08 00:06:25.846 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:06:25.847 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求url:/course/center
2020-06-08 00:06:25.847 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:06:25.847 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:06:25.847 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getCourseByTeacher()
2020-06-08 00:06:25.847 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:06:25.847 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:06:25.847 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:06:25.858 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:06:25.858 [http-nio-8089-exec-4] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":0,"data":[],"status":200}
2020-06-08 00:07:18.050 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:07:18.050 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求url:/course/mycourse
2020-06-08 00:07:18.050 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:07:18.050 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:07:18.050 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getSelectedCourse()
2020-06-08 00:07:18.050 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 30, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:07:18.051 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:07:18.051 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:07:18.067 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:07:18.068 [http-nio-8089-exec-6] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":6,"data":[{"score":85,"courseTypeName":"专业必修","name":"操作系统","teachersName":"李老师","credit":4,"status":1},{"score":88,"courseTypeName":"公共必修","name":"高数","teachersName":"张老师","credit":2,"status":1},{"score":0,"courseTypeName":"专业必修","name":"大学英语","teachersName":"高老师","credit":2,"status":0},{"score":0,"courseTypeName":"公共选修","name":"大学物理","teachersName":"李老师","credit":2,"status":0},{"score":0,"courseTypeName":"专业必修","name":"aa","teachersName":"李老师","credit":1,"status":0},{"score":0,"courseTypeName":"专业选修","name":"大学语文","teachersName":"高老师","credit":1,"status":0}],"status":200}
2020-06-08 00:07:24.554 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:07:24.555 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求url:/course/choice
2020-06-08 00:07:24.555 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:07:24.555 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求方式:GET
2020-06-08 00:07:24.555 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求方法:com.demo.controller.CourseController.getNotSelectedCourse()
2020-06-08 00:07:24.555 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求参数:[1, 5, org.apache.catalina.session.StandardSessionFacade@2808ffda]
2020-06-08 00:07:24.555 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -getContextPath:
2020-06-08 00:07:24.555 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -========================== ↑收到请求↑ ==========================
2020-06-08 00:07:24.570 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -========================== ↓响应请求↓ ==========================
2020-06-08 00:07:24.570 [http-nio-8089-exec-7] INFO  com.demo.aspect.HttpAspect -请求返回值：{"msg":"请求成功","total":1,"data":[{"courseTypeName":"专业必修","name":"存储","teachersName":"李老师","id":"8e1675f3eaba4561a1dc235701062270","credit":1}],"status":200}
2020-06-08 00:07:44.678 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -========================== ↓收到请求↓ ==========================
2020-06-08 00:07:44.679 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求url:/course/student
2020-06-08 00:07:44.679 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求源ip:0:0:0:0:0:0:0:1
2020-06-08 00:07:44.679 [http-nio-8089-exec-1] INFO  com.demo.aspect.HttpAspect -请求方式:POST
